PERSON_ID,PUBLICATION_ID,PUBLISHED_NAME
28030,2824535,ID Lindsay
12561,2847801,BW Drinkwater
16715,2920288,D Lawlor
35124,7126977,Lars Rudolf
6909,7193094,S. M. Hayden
24768,7194410,Robert A Skinner
33256,7270816,Andrew D. Higginson
15454,9119269,Shah Ebrahim
10783,9119269,George Davey Smith
17811,9546244,Phil Mellor
18608,9626439,Frederick R. Manby
49023,9773356,Jason Zheng Jiang
60229,9924753,Paul Skrzypczyk
28496,13177621,Adam W Perriman
16626,13177621,Massimo Antognozzi
9272,13721372,Pete S Blair
47585,13818778,Madhu Krishnan
29843,18494665,Therese O'Toole
15151,32364916,Stephen Mann
54004,34280328,Ruth A L Bush
62227,52102884,Ben Barber
49504,57793561,John P Kemp
64301,63695283,Aleksey Tetenov
27210,75584152,Gregory J. L. Tourte
8925,2348763,PD Bates
10783,2382523,G Davey Smith
17251,2422655,AE Ades
11421,2449426,JHG Macdonald
11482,2544851,JD Blundy
7520,2563398,TG Knowles
7481,2576806,JL Donovan
5759,2579241,MW Crossley
12713,2584469,JA Lane
2175,2622882,DC Offord
28241,2649438,M U B St. Pourcain
14998,2649438,W L McArdle
25745,2699806,JL O'Brien
14605,2717035,C Salisbury
21542,2723707,PA Howard-Jones
12089,2724503,PJ Cullen
28688,2724503,J Mantell
21979,2728905,E.J Sutton
21789,2807349,DJ Lunt
34216,2863543,N Aghtaie
33516,2901607,E.J Clement
23877,2959933,R Jago
35032,2987721,C.C Ioannou
26303,6801175,J. Rademacker
33848,7128480,Risto A Kauppinen
24670,8191735,Matthew Hickman
36755,8197112,R. Nejabati
18805,8419050,Paul Shabajee
28948,8419050,Mike Yearworth
14539,8775899,Andy R Ness
46808,9137070,J. W. Dodd
16886,9623105,Christopher E Truman
16596,9637381,Michael D Patterson
23808,10757156,Bo Su
34734,11388286,Andrea Cammarano
23953,15218673,Fabrizio Scarpa
2175,16968221,Derek C Offord
20607,22053766,Casimir J H Ludwig
28147,30092823,Guy J Schumann
43445,35829027,Rebecca J. Richardson
20934,48423842,Jens Eggers
36867,65843213,Victoria Mason
64547,77202048,Robert Myhill
50346,88236215,Peter S. Turner
11092,2382560,CA Weeks
15448,2399212,M Izuhara
16715,2420630,D Lawlor
25004,2484438,JE Crow
14539,2486248,A Ness
25938,2514557,K Hazra
18805,2696010,P Shabajee
8883,2733004,TJ Peters
20754,2734697,R Wrobel
3274,2789293,ME White
14227,2811428,M Kuball
11845,2826081,PW Mathieson
4429,2833836,G Jones
21108,2842761,PCJ Donoghue
11298,2855111,R J Garland
32275,2860737,K.A Franklin
20992,2881735,JWS Bradshaw
4114,2928096,M. R. Wisnom
9012,2954153,DJ Nutt
9361,3018207,AR Champneys
35630,4463406,Andrew K Wills
35579,7187071,Jonathan C W Brooks
10684,7196271,Sarah Jane George
36681,8196443,Dimitra Simeonidou
10013,8204904,Jeffrey M P Holly
19780,8204904,Kate Tilling
12604,8207639,JM Blazeby
32275,8275566,Keara A. Franklin
35638,8427869,Oliver A. C. Stevens
19160,8530100,Christopher D Coath
37106,9048154,Simon T Shaw-Miller
27181,9536214,Guido Herrmann
17859,9538592,Stephen R. Hallett
48463,9636556,Paddy W Ireland
27227,9648952,P Vickerman
9313,9680968,Deborah J Wilson
50525,12102569,Sven Friedemann
47341,13851346,Jennifer Batt
9272,16906072,Peter S Blair
14964,19542595,Kei Cho
23617,32612362,CMJ Charlton
52583,33634990,Nobue Itasaki
34583,52495132,Dmitry Ivanov
32075,52495132,Yusuf Mahadik
66266,92467803,Aydin Nassehi
60420,95856980,Ben Elsworth
24429,2437807,PR Madeddu
9844,2448923,PJ Heard
25100,2474368,R Granell
14351,2586087,O Bennewith
23179,2586759,GB Leckie
24576,2711575,SM Shilton
9498,2728289,LP Hunt
1631,2728289,Kirwan J R
8995,2739102,SL Lightman
22622,2764089,INM Day
23530,2781526,AM Achim
26219,2823631,AN Radford
20230,2897495,M Ridd
35198,2902172,HU Flaecher
7543,2931868,J Coast
36071,2935310,G Oikonomou
29096,2937282,J.E Freer
23694,2960703,M.S Dillingham
30354,6876143,Katie Pike
35094,7034904,Cherrie Kong
29746,7112282,Oliver D Payton
9109,7246668,Mark H Lowenberg
28217,8244779,Mike R Jeffrey
15245,8259402,J R E Rees
5597,8387040,P. G. Simmonds
7543,8583619,Joanna Coast
13442,8583619,Sandra Hollinghurst
24101,9235209,Frank Windmeijer
4114,9491556,Michael R Wisnom
43284,9622471,Amy E. Burchell
55626,9623847,Emad Al Jaaly
12072,9631333,Alastair W Poole
46335,9797359,Ann A Laudati
16715,9881047,Debbie Lawlor
17004,9916012,Chris Metcalfe
17940,16542247,Jonathan R W Temple
36681,17045701,Dimitra Simeonidou
15735,17049124,Pauline Heslop
10576,21895812,N. X. West
8155,32516921,S. O'Doherty
22247,32537569,Duncan F. Wass
27588,32553654,Adrian Sayers
16465,34030233,David Punter
31034,35516382,Richard Morris
30970,35654209,George Mylonakis
10348,35774147,Jonathan Lawry
20971,35888493,Annela M. Seddon
56247,36104670,Mark Schenk
24670,52993921,M. Hickman
21483,88346423,M Naughton
33437,99040876,Helen Thomas
27833,2354498,AM Anesio
22805,2398211,Richard S Trask
11800,2431533,JPH Charmant
20927,2503199,JD Lane
30097,2539900,N Begikhani
2575,2541747,RBK Sampson
23952,2582316,NA Maskell
29149,2592393,L Giuggioli
26583,2630359,SR Gray
27016,2643575,YH Zhang
19637,2670471,PD Wilcox
18429,2681098,Pradhan Dhiraj
14825,2732640,A Butterworth
10538,2758631,LS Bibbings
16788,2791933,SD Banfield
2058,2793058,AJ Morgan
20277,2805703,CJ Winter
17654,2820254,ET Jones
17332,2833293,A Carrington
16889,2843413,SC Satchell
29994,2849942,E Stoja
34353,2873869,MB Cannell
34731,2878670,RA Bentley
13495,2898108,JP Keating
1503,2940884,DE Jane
23694,2960826,M S Dillingham
27460,2983360,W Hollingworth
33029,2983360,F MacKichan
14997,2987462,Ashley W Blom
37119,5159461,Alice Marzocchi
36784,7177216,Robin P Klimecki
36153,8191200,M. Rigby
36681,8419829,Dimitra Simeonidou
9012,8794421,David J Nutt
23808,9052729,Bo Su
5116,9080795,Greg P Heath
7795,9082548,Helen F Heath
7795,9085424,Helen F Heath
11944,9119858,Charles R V Tomson
47850,9146386,Robert A Smith
23409,9625362,Marc W van der Kamp
26219,12101954,A. N. Radford
26526,13359692,Neil M Davies
16410,26818716,Siobhan Mullan
53844,34173935,K. Worden
30970,35654310,George Mylonakis
29728,35866852,D. Siassakos
12124,89334380,R. Porter
23211,91791972,Guido Heldt
15427,2438739,SB Collard
14546,2456595,MB Avison
14208,2473507,RA Bickers
16465,2496899,DG Punter
1191,2498402,AP Halestrap
9890,2519367,J.T Selwyn
1352,2540729,Jonathan D Hill
6111,2632418,S Love
16324,2632418,N Scolding
25064,2633223,JC Palmer
13222,2636906,S Yu
14393,2678267,Peter Flach
27061,2680696,Julian Gough
27210,2685898,Gregory J L Tourte
28319,2742740,Nicholas J Timpson
28641,2773665,G Feder
22750,2785231,P Fairclough
10783,2824013,George Davey Smith
20342,2864681,U Leonards
24239,2920220,Sarah Ayres
177,2934061,GG Balint-Kurti
27487,2971057,Angela S. Attwood
21432,2971057,Ian S. Penton-Voak
32866,2986209,Samuel T Creavin
17654,3015681,ET Jones
21711,6884805,Martijn Stam
28015,7017661,Krasimira T Tsaneva-Atanasova
23983,7129352,Peter A Brennan
44322,7181514,Nicolas Granger
28319,8286538,Nicholas J. Timpson
13547,8711555,Aidan M Dodson
25291,8836468,Anthony J. Croxford
5116,9080812,Greg P Heath
21095,9099724,Gareth Williams
20771,9155964,Andrew R L Medford
28216,9415609,Giuliano Allegri
36231,9608630,Tamsin T Badcoe
16715,9770674,Debbie A Lawlor
47307,14946656,Paul J Vardanega
18368,32251618,A J Payne
25949,33848508,Jessica C Watson
23099,34227989,Jeff M Brunstrom
50712,34818090,Saatviga Sudhahar
17536,35787817,Richard D. Pancost
28576,39567314,Michael Jenkin
20771,40325975,A. R L Medford
29852,43770700,Souheil Bensmida
11682,2324025,JH Tobias
18804,2393896,A Finn
8882,2434352,G Angelini
468,2474534,SM Burgess
14723,2515980,PM Weaver
12258,2515980,K Potter
4429,2528088,G Jones
9141,2543346,Gavin I Welsh
4114,2578909,MR Wisnom
21926,2582266,AB Sendova-Franks
25725,2608677,CR Melhuish
10783,2618068,G Davey Smith
14677,2647814,T Modood
16788,2656360,SD Banfield
14284,2694634,M Di Bernardo
16273,2727255,Margaret May
22237,2750895,T D Allport
18429,2763703,DK Pradhan
8882,2787387,G Angelini
20967,2817487,LP Bennetto
33724,2831629,GPA Chanoit
25186,2836741,K Aquilina
35673,2847714,M Yasaee
18774,2852637,EM Clark
22454,2886417,Christopher Williams
14558,2897385,AJ Hogg
23532,2899726,C.F.J Faul
1467,2936090,L Huxley
11914,2951122,ARG Shaw
14461,2955985,NV Marrion
12713,2972060,JA Lane
12638,2983932,Zuner A. Bortolotto
12638,2983950,Zuner A Bortolotto
36292,2987363,S Jenkins
8995,3017524,SL Lightman
10013,7038287,Jeffrey M P Holly
10684,7146574,S. J. George
8155,8232784,S. O'Doherty
27460,8528259,William Hollingworth
45674,8750158,Rhys Gareth Morgan
5116,9078459,Greg P Heath
8156,9241643,Jules C Hancox
48047,9482772,Linda Wooldridge
19207,9907612,E V Washbrook
14123,34880354,Ian Bond
47805,35668485,John McTague
19182,52496026,Morag McDermont
1981,61290502,Robert Meech
32522,81910192,P J Clamp
65226,82218027,Lucy Hyde
66307,84983519,John Coggon
21483,88448647,Michael Naughton
10328,2440503,AJ Orr-Ewing
9621,2462093,DJ Gunnell
24586,2491103,JL Edgar
11974,2502140,TJ Cole
17004,2517019,C Metcalfe
15454,2608250,S Ebrahim
14997,2645603,AW Blom
19225,2693257,CD Steer
23138,2712569,CJ Joinson
16410,2732366,Siobhan Mullan
4511,2736259,J Price
27911,2824291,JAC F\00FCrst
12245,2835833,KM Gillespie
8995,2931328,SL Lightman
26907,2963934,AJ Ridgwell
26325,2979280,Ken Oliphant
22003,4822292,Stella Koutsikou
12863,7022004,Andrew D Calway
16715,7031194,Debbie A. Lawlor
24074,7031194,Mika Kivimaki
14842,7253327,I. D. Bull
16008,8193240,Andy M Bailey
9844,8268365,Peter J Heard
23471,8475018,S. C. Baos
28948,8659017,Mike Yearworth
16471,9462749,Rob C Andrews
34974,9641349,Thilo Gross
19644,16971628,Dimitris Agrafiotis
49602,17825010,Stephan Heblich
31771,32592723,David P. Tew
55590,34829515,Raquel L\00F3pez-Anto\00F1anzas
22622,34895300,Ian N M Day
23971,34972192,Brian Conrey
9621,50807123,David Gunnell
32659,54962216,Kate Birnie
10684,80891711,Sarah Jane George
50346,88236189,Peter S. Turner
9361,2284674,AR Champneys
14492,2383018,M Thoresen
4114,2398272,MR Wisnom
10710,2428154,JC Murrell
16963,2428154,HR Whay
24239,2429463,S Ayres
908,2444990,ERG Farmer
25724,2454861,BCW Stephens
19490,2512243,SG Burrow
24441,2605884,S Purdy
15178,2624679,ME Pembrey
15437,2670862,LF Donaldson
36656,2706078,CM Bellas
4511,2736424,J Price
8995,2739408,SL Lightman
15454,2749093,S Ebrahim
18804,2759783,A Finn
27518,2779781,SR Harrow
13395,2806039,TJ Draycott
9649,2839818,AI Houston
13395,2857756,TJ Draycott
23882,2889486,TB Scott
15735,2905145,P Heslop
9012,2916116,DJ Nutt
14520,2952567,ID Gilchrist
29093,5147173,A R Thomson
22931,7166777,Andrea Diambra
23160,7169372,G Porter
43384,7171528,Kate A McClune
1955,8185903,Joe P McGeehan
17376,8223982,N. E. Hussey
5682,8231211,Thomas J Simpson
9620,8418121,Pauline M. Emmett
14539,8418121,Andy R Ness
9621,8418121,David J. Gunnell
13547,8718017,Aidan M Dodson
5116,9079299,Greg P Heath
28174,9287346,Y.-L. D. Ho
1800,9644105,Stephen R Lyne
10576,9811904,N X West
14492,9813852,Marianne Thoresen
21003,9874225,Nicola Wiles
17410,9874225,David Kessler
44383,17012969,Ross Woods
14723,34183436,Paul M. Weaver
14123,34880782,Ian Bond
18332,35571509,Stephen Wiggins
20934,48423031,Jens Eggers
36157,50706517,A. L. Stork
10113,59207970,James B Uney
60772,60092830,Franklin Ginn
45873,81908071,Jorge Barreto
67342,94720135,Yohei Yamauchi
10461,2353423,DN Woolfson
10783,2376021,George Davey Smith
32005,2376021,Rachel M. Freathy
25956,2390029,JW Pomeroy
16891,2398874,R Ascione
19240,2409515,A Doufexi
27078,2443858,JR Brockman
29803,2522820,A Fraser
1997,2574471,R Middleton
28015,2664267,KT Tsaneva-Atanasova
1503,2666108,DE Jane
32536,2685916,Emma L Tonkin
16720,2693175,RE Wilson
19903,2694150,Charlotte L Villiers
32093,2695955,CW Preist
25566,2777929,J. Pawade
15402,2822426,DJ Wagg
23603,2834413,AG Richards
31700,2840830,JLR Anderson
16844,2841354,Patrick G. Kehoe
31521,2853718,AD Dixon
27487,2860117,Angela Attwood
21054,2883332,SAJ Peineau
24405,2918197,DM Smith
30103,2935674,JH Park
14493,2935746,E Paul
6111,2975289,Seth Love
32866,2986237,ST Creavin
16500,3019220,ME Homer
32737,7229023,T Davies-Barnard
27531,8325821,David Evans
21516,8406176,Patricia J Lucas
15496,8468107,Jonathan M Rossiter
13547,8710820,Aidan M Dodson
30365,9351729,Jordan M. Fletcher
11028,9644974,Barnaby C Reeves
16715,9655011,Debbie A Lawlor
7481,14476323,Jenny L Donovan
24526,16967827,Costanza Emanueli
9842,17055047,Fiona F Whitaker
30550,17058144,Kenton Arkill
26907,32553323,Andy Ridgwell
23531,34843372,Matthew D. Wright
34428,35711624,Katharine V. Cashman
55602,37576723,Justin Dillon
24429,63395699,Paolo Madeddu
34919,74384284,Jon James
24220,2061759,TD Browning
412,2423824,JA Lane
1968,2525479,J.M McNamara
5195,2533893,GG Raymond
17811,2598083,PH Mellor
204,2614134,MV Berry
29798,2671718,M-J Brion
23255,2684628,Walterio Mayol-Cuevas
14825,2732582,A Butterworth
13875,2765910,DCJ Main
22203,2800549,AD Mumford
34190,2819612,SE Temple
23009,2874875,Miguel Angel Rico-Ramirez
12498,2954385,R Campbell
1252,2959997,AJL Harrison
21010,5153178,Tristan Cogan
24429,6799744,Paolo Madeddu
43307,7135161,Lucy E G Donkin
9412,7260744,J. J. Watson
12331,8187687,Keith J Edwards
37035,8229792,Merle M Patchett
8155,8232328,S. O'Doherty
25956,8254500,James W Pomeroy
36681,8301435,Dimitra Simeonidou
30819,8436658,Will Atkinson
10710,8443853,J. Murrell
36755,8608412,Reza Nejabati
31431,8660186,Marcus P S Badger
4114,9167112,Michael R. Wisnom
20555,9375893,S\00E9verine Tasker
45661,9632452,Victoria A. Higman
2152,9661247,Christine J Nicol
28174,13178028,Y-L D. Ho
15847,16988401,Ingeborg Hers
52264,21899946,Margit Groenevelt
10783,23539848,George Davey Smith
7543,26497970,Joanna Coast
22409,31858842,J. P. Reid
22409,32345652,Jonathan P. Reid
20316,32403314,Cindy Mann
52041,33900513,Ulrike Bauer
27633,34477766,Carwyn Ward
58056,34772668,Albert Power
26325,2183792,K Oliphant
21508,2297384,AM Haase
20514,2325159,H-X Peng
14192,2348562,N Jennings
30223,2383705,TCS Rendall
442,2383919,D Cherns
11156,2386561,GL Collingridge
19240,2409463,A Doufexi
5682,2434082,TJ Simpson
12331,2435258,KJ Edwards
17675,2451736,M.J O'Mahony
31733,2470414,KA Wilkinson
8855,2483499,DR Bull
16773,2485665,AD Dick
19637,2496519,PD Wilcox
29655,2592817,T Tryfonas
12561,2629948,BW Drinkwater
16324,2704098,NJ Scolding
32190,2711966,NJK Howden
2421,2762200,KW Ranatunga
19771,2762440,AT Theobald
24691,2790748,S B Jones
10576,2790748,N X West
9094,2849556,GL Quarini
12664,2854885,D Murphy
22878,2924281,MR Munafo
22449,2942944,Andy D Randall
10678,2948010,PW Soothill
28315,4822353,J P Dunham
36607,6891234,Bettina E Schirrmeister
8775,7254307,Tim C Gallagher
32419,8257340,Katsu Goda
20155,8407943,E. R. Morgan
36681,8419607,Dimitra Simeonidou
31814,9072243,Kathreena M Kurian
31204,9649012,Natasha K Martin
19941,9653926,Jonathan G Hanley
31748,9653926,Paul Banks
11338,10670476,M. Birkinshaw
16283,11291880,LS Slingsby
4958,12569581,R S J Sparks
17332,16940173,A. Carrington
10783,22409037,George Davey Smith
51464,24762434,Hilary M. Carey
20570,31860829,Matthew P Crump
35793,32107685,John Downer
31971,34170903,Emma Dures
50372,34247662,Gilberto Algar-Faria
53401,34751335,F. Pappenberger
31034,34823432,R W Morris
34498,41646639,Caroline L Relton
22878,56453273,Marcus Munafo
5831,2399624,J Crosby
26622,2433417,EM Crawley
9498,2433417,LP Hunt
21391,2440993,JM Wishart
105,2467286,WJ Armitage
17859,2497837,SR Hallett
9272,2507146,PS Blair
27255,2514192,C Lira
18368,2532425,AJ Payne
15151,2575230,S Mann
16715,2605068,D Lawlor
18981,2626004,AD Hay
17062,2636470,MJ Cryan
14977,2640153,AJ Fulford
8156,2643335,JC Hancox
104,2648408,SJ Allen
24526,2663003,C Emanueli
27435,2663003,GMVU Mangialardi
28319,2743661,NJ Timpson
17065,2755765,Z Cai
28238,2796268,M Siddall
7520,2815432,TG Knowles
11092,2815432,CA Weeks
15170,2848859,E Williamson
6111,2855801,Seth Love
12673,2862614,JL Bamber
1645,2877253,JG Kyle
14842,2890880,ID Bull
5116,2908898,GP Heath
19138,2908898,JJ Brooke
14193,2933647,D Han
36808,2978061,JG Fennell
36098,2982320,J Ciambella
4958,6900993,R. S. J. Sparks
9193,7082533,Tracey J Collard
28319,8290535,Nicholas J Timpson
32072,8307838,D J Brooks
30645,8307838,S Khan
17653,9037125,Julian D Booker
22805,9589425,Richard S Trask
33771,9833490,Damien Bonneau
16626,13177699,Massimo Antognozzi
30252,15127504,John McCormack
11679,15660665,David C Wraith
6059,19700715,Peter Fleming
29297,25098990,SD Simpson
34583,34942003,D. S. Ivanov
58564,35875024,Ellen Brooks-Pollock
32433,47138335,Theresa Redaniel
45247,55575836,Julian Pt Higgins
63304,60779040,Lucy Selman
18457,62798080,A. Sarua
64410,63493263,Ashley P. Ford
63981,78635799,Rupert A Payne
66544,79655016,Rosalyn J Moran
22023,2382755,X Li
9319,2392420,BGC Smith
17707,2502557,N.R Franks
11156,2632535,GL Collingridge
14284,2653493,M Di Bernardo
16511,2716296,JP Horwood
20155,2730005,ER Morgan
9315,2730613,RL Sutton-Spence
14836,2791173,JM Rorison
14836,2792220,JM Rorison
13395,2805980,TJ Draycott
20277,2805980,CJ Winter
33610,2835786,Anthony Laing
22681,2836583,C Hu
2492,2852464,A Roberts
26223,2855574,M Fannin
25641,5129744,Paul R Burton
19277,5145383,B. R. Miller
24662,7025288,Marie V Joubert
26328,7031277,Tom R Gaunt
26650,7194489,Mahableshwar S Albur
17938,8192287,David Drury
4958,8196088,R. Stephen J. Sparks
22324,8283867,Ian Manners
16844,8585956,Patrick G. Kehoe
5116,9078622,Greg P Heath
31477,9386263,Harry C P Dymond
23531,9623673,M. D. Wright
16283,9643026,Louisa S Slingsby
24954,9866970,Joachim H Gottsmann
29929,10583005,Natasa Vasiljevic
47382,10759460,Tim C Burness
30831,11294917,Alyson L Huntley
49602,17824719,Stephan Heblich
48514,18493986,Hamish C McAlpine
54981,34933968,Flavia De Luca
20995,36066102,M. Barbour
25641,37574850,Paul Burton
55697,49101171,Carole Fureix
60779,55068375,F. Sgouridis
24627,72270718,Stanley Zammit
50346,88236432,Peter S. Turner
25280,2375856,KA House
18610,2389430,MCG Stevens
27255,2459931,C Lira
8882,2501984,Gianni D Angelini
24615,2541007,F Giampapa
15774,2611763,KR Fox
5470,2629850,Innes C Cuthill
11421,2653615,JHG Macdonald
16647,2669201,SJ Harper
28147,2726670,GJ-P Schumann
8995,2739440,SL Lightman
19771,2762600,AT Theobald
14380,2765097,G McLennan
10613,2776452,JFR Paton
10452,2781001,D Sharp
28948,2817843,M Yearworth
18758,2829756,David A Matthews
25745,2831103,JL O'Brien
32022,2861471,MA Trigg
21595,2895387,N Ozkan
17092,2896024,VK Aggarwal
12498,2954614,R Campbell
33708,2976543,Mehdi M Kashani
24429,6799786,Paolo Madeddu
26908,7032969,William J Browne
35921,7264584,Conor J Houghton
36681,8203593,D. Simeonidou
4958,8213348,R S J Sparks
32357,8257179,N. A. Teanby
10328,8327176,Andrew J. Orr-Ewing
34731,8389657,RA Bentley
34063,8439390,Jon R Pugh
34586,9013887,Havi H Carel
22203,9828226,Andrew D Mumford
5118,9921903,Michael J Benton
17092,16984543,Varinder K. Aggarwal
10783,22408259,George Davey Smith
53173,32189751,Frank de Vocht
47227,32576242,Akis Psygkas
14581,34024512,A. P. Foster
57512,35733734,Oliver S P Davis
31161,50196261,N S Blencowe
8925,52102572,Paul D. Bates
3126,52493672,Christine L. Willis
24627,72270472,Stanley Zammit
17041,2463822,IR Dale
177,2464705,GG Balint-Kurti
4930,2466831,RM Atkins
16834,2482166,G Liveley
31361,2515134,SS Rahatekar
22870,2516466,ICP Doran
14927,2517509,Nigel J Savery
16273,2523636,M May
16963,2538386,HR Whay
17164,2568531,CJ Annen
944,2594281,KDP Flanagan
19240,2650107,A Doufexi
14393,2684356,Peter Flach
8882,2715223,G Angelini
18429,2767205,Pradhan Dhiraj
28147,2786448,GJ-P Schumann
29149,2806195,L Giuggioli
24175,2860221,JM Masson
9309,2866745,Julian Rivers
13495,2902600,JP Keating
7481,2971885,JL Donovan
21770,6899036,Anita C Thomas
46453,6980723,Daniela De Angelis
29981,7136936,Judyth Sassoon
27538,7215887,Sofia Dias
28275,8630555,Suby Bhattacharya
14193,8766340,Dawei Han
10605,9118941,Angie S. Page
25424,9802208,Damian M Steer
23603,9829279,Arthur G Richards
26219,12101865,Andy N Radford
10441,15128050,P. E J Flewitt
17092,16999142,Varinder K. Aggarwal
193,17074604,Paul Bartlett
32848,17821979,Emma J Stone
36157,34416504,A. L. Stork
53401,34750421,Florian Pappenberger
29728,35866458,D. Siassakos
30501,40622481,Katherine Cooper
16715,41644638,Debbie A Lawlor
62542,61094392,Tom A. Williams
12258,2347350,KD Potter
16216,2356244,RM Martin
9844,2368391,PJ Heard
419,2398632,TF Carver
16963,2403676,HR Whay
21529,2428678,SRW Bellamy
13442,2489310,S Hollinghurst
16290,2491075,MJ Hurcombe
1466,2507240,RE Hutton
20514,2515791,H-X Peng
17576,2569244,AC Feiler
18610,2623633,MCG Stevens
13871,2689808,David Gibson
13282,2720877,MT Mendl
6892,2785818,PA Coates
16008,2792501,A.M Bailey
11092,2816404,CA Weeks
16886,2818732,CE Truman
24101,2834150,F Windmeijer
14248,2866564,J.A.C Ladyman
17488,2894666,CP Dettmann
5116,2907813,G.P Heath
9498,2911847,LP Hunt
17318,2932680,T Amos
18804,2947527,Adam H R Finn
21611,2986046,NM Coghill
15603,6900739,Jon E Heron
3100,7034219,Ann C Williams
27660,7034219,Alexander Greenhough
37083,7175820,Ivana K. Partridge
28688,7214486,Judith Mantell
11421,8199578,John H G Macdonald
18368,8308822,Antony J. Payne
34584,8761451,M. Gradhand
28948,8878472,Mike Yearworth
21650,9034704,Roland J Baddeley
10441,9711623,P. E. J. Flewitt
5759,9870389,Michael W Crossley
23603,11295865,Arthur G Richards
12498,16895097,Rona M Campbell
27317,16984610,C. Patrick Royall
54452,32670445,H van Oostrom
7503,33838904,Jonathan R Sandy
35806,33838904,Martyn Sherriff
30001,34211911,Philippa Davies
9092,35716911,David S. Jessop
29852,43770634,Souheil Bensmida
26328,48523992,Tom R. Gaunt
10783,48523992,George Davey Smith
48514,52492052,Hamish McAlpine
67525,86365104,Esther Walton
9288,94721569,S. Hanna
10452,2419135,D Sharp
19394,2437137,MR Dennis
17932,2442042,A El-Turki
29517,2496662,TM Palmer
14455,2510967,Jack Leendertz
27181,2630078,G Herrmann
9315,2705349,RL Sutton-Spence
54425,2708089,Ellen Braksator
19484,2747420,G Lu
23255,2767939,Walterio Mayol-Cuevas
2897,2779394,JR Harris
20277,2806140,CJ Winter
20127,2847267,RJ Davies
13944,2853619,J Lee
83,2881382,MA Adams
29517,2932414,TM Palmer
30937,2944708,C Reni
23099,2961688,JM Brunstrom
17935,2979842,SM Thomas
36153,5144909,M. Rigby
21432,7168591,Ian S Penton-Voak
36681,8667706,Dimitra Simeonidou
28948,9024941,Mike Yearworth
47506,9138718,Ben R Simmons
17251,9287152,A E Ades
23530,9926815,Alin Achim
11077,20696296,Steven Phillipps
8804,22222026,Susan M. Ring
15454,22222026,Shah Ebrahim
15151,32368460,Stephen Mann
1090,33815541,Jean Golding 
1090,33815650,Jean Golding 
53401,34750757,F. Pappenberger
34730,34844432,Emma C Hart
16216,35948146,Richard M Martin
46304,44170651,Sophie Adamantos
63848,59805022,Andrew Tedstone
59685,78240059,Matthew J Page
21419,2001115,SL Childs
15595,2234880,RH Murray
12258,2376980,K. Potter
27621,2386509,L Picco
19240,2409713,A Doufexi
177,2464703,GG Balint-Kurti
12584,2471052,M.A Jepson
1997,2478929,R Middleton
25724,2497638,BCW Stephens
16834,2506374,G Liveley
16938,2516832,S Nandy
132,2532560,MG Anderson
17916,2546377,RJS Gooberman-Hill
1466,2641315,RE Hutton
17604,2658829,T Hodos
24678,2666264,MR Duffield
944,2667979,KDP Flanagan
18429,2681451,Dhiraj Pradhan
27061,2684364,Julian Gough
11682,2743310,JH Tobias
18454,2762368,AE Pickering
28243,2768646,D Avitabile
1192,2769386,SE Halford
1719,2778797,RA Levitas
16886,2833304,CE Truman
18319,2847375,T Thompson
2822,2850934,JF Tarlton
14173,2882062,SJ Thomas
20984,2882062,SD Leary
21335,2919748,H Then
204,4461052,M. V. Berry
36610,7090222,Kenneth De Baets
27034,8187811,Andrea D Finney
16273,8241287,Margaret T May
10783,9363829,George Davey Smith
34675,9397064,T. Wagener
9053,9543909,Janet E L Corry
7795,9658996,Helen F Heath
21441,10580734,Nabil Khattab
14677,12477688,Tariq Modood
23952,16934084,Nick A Maskell
33856,17055107,Brioch J C Hemmings
32088,29931872,Elanor C. Hinton
25559,35880273,A. Shterenlikht
25641,37670022,Paul R Burton
16273,53677022,Margaret May
8227,91240316,Gavin D'Costa
23953,2402507,FL Scarpa
28641,2419234,G Feder
16715,2421746,D Lawlor
22805,2446295,RS Trask
1135,2458410,DA Grant
19225,2494868,CD Steer
20555,2512363,S Tasker
23530,2529432,AM Achim
22140,2536342,J Zhang
30139,2540226,HM Whitney
12498,2561862,R Campbell
16511,2585266,JP Horwood
15427,2588462,SB Collard
6968,2590277,RI Richardson
9124,2599502,A Levy
6968,2626344,RI Richardson
7481,2645634,JL Donovan
8855,2661592,DR Bull
13222,2693317,S Yu
1917,2721704,TP Martin
17859,2732726,SR Hallett
33029,2809547,F MacKichan
35123,2844420,DJ Manley
34731,2849200,RA Bentley
15735,2905262,P Heslop
31058,2913380,REH Miles
18697,2930460,D Robert
9012,2933109,DJ Nutt
24670,2950752,Matthew Hickman
20754,2983667,R Wrobel
35630,4463888,Andrew K Wills
22600,5123408,Emily-Jayne Blackwell
19938,7001835,Andrew J Charlesworth
34863,7138508,Evangelia Stergiakouli
7106,7161904,M. J. Day
14354,7209696,Ashley M Toye
35619,7215278,Jonathan E Cooper
15307,8226685,M. N. Bremer
18429,8544063,Dhiraj K Pradhan
36641,8583661,Fiona Cramp
7795,9086172,Helen F Heath
21319,9182734,Angela H Nobbs
18622,9359098,David O Hall
26652,9386294,Jonathan C Rougier
30277,12014610,Laurence J W Publicover
31431,12103499,M. P. S. Badger
12072,15753216,Alastair W Poole
25836,15930667,Sheila M Ellwood
32075,15931834,Yusuf Mahadik
9272,16994333,Pete S Blair
15735,16994333,Pauline Heslop
24220,17068189,T. D. Browning
51862,17098906,Patricia Neville
